id,text,timestamp,user_id,username,first_name,last_name
40044,"[Article: Billionaire Binance founder 'CZ' jumps back into crypto with $16 million investment in token airdrop service Sign\n\nBY CATHERINE MCGRATH\nJanuary 28, 2025 at 6:00 PM GMT+1\n\nFormer Binance CEO Changpeng Zhao makes first investment since leaving prison.]",2025-01-28 16:32:00,1015,Hunakau,Hunakau,""
40045,"It's not over",2025-01-28 16:32:00,1015,Hunakau,Hunakau,""
40046,"[GIF: CZ muscular meme with DigiByte logo]",2025-01-28 16:32:00,1015,Hunakau,Hunakau,""
40047,"We'll lets see what the french authorities say about that 👍 ⚫",2025-01-28 18:33:00,1018,Peppy,Peppy,""
40048,"[Image: Panda reading newspaper]",2025-01-28 18:33:00,1018,Peppy,Peppy,""
40049,"Is there crystals?",2025-01-28 18:33:00,1019,Dara,Dara,""
40050,"[GIF: Just when I thought I was out. They pull me back in.]",2025-01-28 18:37:00,1015,Hunakau,Hunakau,""
40051,"BTC/USD Ticker (24H BTC Vol)\nBitfinex: $102,540 (613)\nKraken: $102,484 (2,041)\nBitstamp: $102,465 (1,997)\nGemini: $102,466 (1,509)\n-----------------\nVolWgtPr: $102,479 (6,160)\n2025-01-28 17:51:32.945323 UTC",2025-01-28 19:00:00,1001,RektPool,Rekt,Pool
40052,"Huge if true",2025-01-28 20:08:00,1011,Damo_Moo_freeKamala,Damo,Moo
40053,"Tldr",2025-01-28 20:10:00,1019,Dara,Dara,""
40054,"Who is satoshi ?",2025-01-28 20:11:00,1020,grammi,grammi,""
40055,"Sign up to my TED talk for 0.005 btc 👍 🌈",2025-01-28 20:20:00,1019,Dara,Dara,""
40056,"So side chains?",2025-01-28 20:22:00,1011,Damo_Moo_freeKamala,Damo,Moo
40057,"Muh Stacks",2025-01-28 20:23:00,1011,Damo_Moo_freeKamala,Damo,Moo
40058,"Muh L2 based on Bitcoin",2025-01-28 20:23:00,1011,Damo_Moo_freeKamala,Damo,Moo
40059,"Muh Blockstack from 2013",2025-01-28 20:24:00,1011,Damo_Moo_freeKamala,Damo,Moo
40060,"[Article: RT @RT.com\nMusk strikes deal with Visa to create X Money Account in another step toward turning X into Everything App\n\nThe deal will allow X to move funds between bank accounts and digital wallets\n\n[Image: Elon Musk dollar bill illustration]]",2025-01-28 20:25:00,1015,Hunakau,Hunakau,""
40061,"Beyond over.",2025-01-28 20:32:00,1005,Zeppi,Zeppi,""
40062,"Forwarded from:@Hunakau\n🚨🚨🚨 BREAKING: Crypto(.).com to delist Tether's $USDT 💰 on January 31, 2025, in compliance with new EU regulations.",2025-01-28 20:58:00,1015,Hunakau,Hunakau,""
40063,"💵 Working on destroying money and attaching it to your opinion... is this into crypto?",2025-01-28 21:00:00,1021,Omar,Omar,""
40064,"or only banks and mobile wallets",2025-01-28 21:00:00,1021,Omar,Omar,""
40065,"Universal basic income coin",2025-01-28 21:12:00,1005,Zeppi,Zeppi,""
40066,"Dont touch the centralized shit. Sounds like ripple 2.0 👍 😉 🌎",2025-01-28 21:44:00,1022,Gunner_Diamond_Hands,Gunner,Diamond
40067,"The prophecy has been fulfilled ↗",2025-01-28 22:22:00,1011,Damo_Moo_freeKamala,Damo,Moo
40068,"https://fxtwitter.com/watcherguru/status/1884349784477294828?s\n\nFxTwitter / FixuxX\nWatcher.Guru (@WatcherGuru)\nJUST IN: 🇺🇸 Bitwise files for spot Dogecoin $DOGE ETF.",2025-01-28 22:22:00,1011,Damo_Moo_freeKamala,Damo,Moo
40069,"[Image: Chat screenshot showing predictions about Doge ETF]",2025-01-28 22:23:00,1011,Damo_Moo_freeKamala,Damo,Moo
40070,"[Image: Twitter post about Solana ETF filing]",2025-01-28 22:37:00,1011,Damo_Moo_freeKamala,Damo,Moo
40071,"Shit",2025-01-29 00:11:00,1023,iensu,iensu,""
40072,"Not yet",2025-01-29 00:13:00,1023,iensu,iensu,""
40073,"any word on who manufactured chips for chinaman abot",2025-01-29 00:35:00,1024,Robert_AROMA,Robert,AROMA
40074,"I could take a guess that it's the hated bitmain and has been for a decade now",2025-01-29 00:36:00,1024,Robert_AROMA,Robert,AROMA
40075,"https://www.bloomberg.com/news/features/2018-05-17/china-s-crypto-chips-king-sets-his-sights-on-ai\n\nBloomberg\nThe World's Dominant Crypto-Mining Company Wants to Own AI\nIn a rare interview, Bitmain's Jihan Wu talks about his plans to take on Nvidia, Intel, and AMD.",2025-01-29 00:40:00,1024,Robert_AROMA,Robert,AROMA
40076,"Sorry wall street it's all private stock",2025-01-29 00:41:00,1024,Robert_AROMA,Robert,AROMA
40077,"https://x.com/martypartymusic/status/1884319776404885954?t=XHruIWcZyoej-ApQ5rcwtw&s=35",2025-01-29 03:28:00,1025,BTCracerfeg,BTC,racerfeg
40078,"Current average lending rates on Bitfinex (per diem):\n\nBTC: 0.00013%\nUSD: 0.02157%\nETH: 0.00069%\nLTC: 0.00755%\nXMR: 0.00053%",2025-01-29 04:00:00,1001,RektPool,Rekt,Pool
40079,"https://x.com/jadoestall/status/1884345622284886467?t=LQ95-PGEuubtGHx0nUyZ6w&s=35\n\nX (formerly Twitter)\nJadoestall (@jadoestall) on X\n@rovercrc \"Altseason\nme hearing\nstarts\nright now\"\nthis for\n169th time",2025-01-29 04:38:00,1025,BTCracerfeg,BTC,racerfeg
40080,"BTC/USD Ticker (24H BTC Vol)\nBitfinex: $102,220 (368)\nKraken: $102,126 (1,843)\nBitstamp: $102,149 (1,523)\nGemini: $102,151 (1,100)\n-----------------\nVolWgtPr: $102,146, (4,834)\n2025-01-29 05:51:31.894472 UTC",2025-01-29 07:00:00,1001,RektPool,Rekt,Pool
40081,"Binance BTCUSDT Futures Long/Short Ratio of Top Traders:\nBy positions:\nLong: 60.23%\nShort: 39.77%\n\nBy accounts:\nLong: 65.45%\nShort: 34.55%",2025-01-29 08:00:00,1001,RektPool,Rekt,Pool
40082,"Good morning everyone ↗",2025-01-29 08:37:00,1026,Farah_Yasmin,Farah,Yasmin
40083,"There are websites for this type of thing. 🌊 🎯 🎊 ⚫",2025-01-29 08:49:00,1027,Jacked_To_the_Tits_Sparrow,Jacked,Sparrow
40084,"🚨🚨🚨 Alibaba launches AI model Qwen 2.5, claiming it surpasses DeepSeek-V3. 🔥 ⚫",2025-01-29 10:05:00,1015,Hunakau,Hunakau,""
40085,"/report scam",2025-01-29 10:22:00,1028,czglory,cz,glory
40086,"I'm not a scammer",2025-01-29 10:23:00,1015,Hunakau,Hunakau,""
40087,"If you are not interested in that app..just say it.",2025-01-29 10:23:00,1015,Hunakau,Hunakau,""
40088,"Why is this ponzi still ponzing",2025-01-29 11:12:00,1029,Tentnang,Tent,nang
40089,"Forwarded from: @Spf\nPrice direction 10mins after Powell conference ends?\n\nPoll\n⚪ Up\n⚪ Down\n⚪ Sideways\n\n59 votes",2025-01-29 12:09:00,1030,Spf,S,pf
40090,"I never knew there were restrictions for Islamic communities on blockchain, though CBDC may birthed to meet those challenges with compliance to Islamic principles",2025-01-29 12:12:00,1031,Bestow,Bestow,""
40091,"What are these so many weird comments",2025-01-29 12:20:00,1032,COSMIC_BULLISH_KOALA,COSMIC,BULLISH
40092,"This chat is cooked 👍 ⚫",2025-01-29 12:21:00,1033,Cosmic_bull_Dave_Mustaine,Cosmic,Mustaine
40093,"Fr lol",2025-01-29 12:22:00,1032,COSMIC_BULLISH_KOALA,COSMIC,BULLISH
40094,"Lol, Sharing a little Idea isn't bad I guess",2025-01-29 12:23:00,1031,Bestow,Bestow,""
40095,"Retarded",2025-01-29 12:23:00,1032,COSMIC_BULLISH_KOALA,COSMIC,BULLISH
40096,"Why?",2025-01-29 12:24:00,1031,Bestow,Bestow,""
40097,"What restrictions since when does Blockchain start to ask religion",2025-01-29 12:24:00,1032,COSMIC_BULLISH_KOALA,COSMIC,BULLISH
40098,"Of course it's yours to retard, and mine to keep",2025-01-29 12:25:00,1031,Bestow,Bestow,""
40099,"Stfu cunt you didn't say hi hello just directly copy pasted this crap",2025-01-29 12:25:00,1032,COSMIC_BULLISH_KOALA,COSMIC,BULLISH
40100,"Bitcoin isn't halal",2025-01-29 12:25:00,1033,Cosmic_bull_Dave_Mustaine,Cosmic,Mustaine
40101,"😂 😂",2025-01-29 12:25:00,1032,COSMIC_BULLISH_KOALA,COSMIC,BULLISH
40102,"Contains pork 😉 ⚫",2025-01-29 12:25:00,1033,Cosmic_bull_Dave_Mustaine,Cosmic,Mustaine
40103,"I never knew about that, untill I saw CAIZ too lol",2025-01-29 12:26:00,1031,Bestow,Bestow,""
40104,"Iran will launch their own Blockchain",2025-01-29 12:26:00,1033,Cosmic_bull_Dave_Mustaine,Cosmic,Mustaine
40105,"I think he has 20 iq",2025-01-29 12:26:00,1032,COSMIC_BULLISH_KOALA,COSMIC,BULLISH
40106,"Not a copy paste though",2025-01-29 12:26:00,1031,Bestow,Bestow,""
40107,"Whatever",2025-01-29 12:26:00,1032,COSMIC_BULLISH_KOALA,COSMIC,BULLISH
40108,"Lol",2025-01-29 12:27:00,1031,Bestow,Bestow,""
40109,"When is Hamas launching a coin 😉 ⚫ 🌎",2025-01-29 12:27:00,1033,Cosmic_bull_Dave_Mustaine,Cosmic,Mustaine
40110,"For not saying hello, I can apologize for that",2025-01-29 12:33:00,1031,Bestow,Bestow,""
40111,"Not here to fight, I believe I can learn from you too",2025-01-29 12:34:00,1031,Bestow,Bestow,""
40112,"Salaam alaikom",2025-01-29 12:37:00,1033,Cosmic_bull_Dave_Mustaine,Cosmic,Mustaine
40113,"Alhubu walkarama",2025-01-29 12:40:00,1031,Bestow,Bestow,""
40114,"Wakanda forever 😉 ⚫ 🌎",2025-01-29 12:40:00,1033,Cosmic_bull_Dave_Mustaine,Cosmic,Mustaine
40115,"Hakuna mutateta ❤️ ⚫",2025-01-29 12:49:00,1011,Damo_Moo_freeKamala,Damo,Moo
40116,"If i really urge there is an islamic account in bybit",2025-01-29 13:18:00,1034,azlin_jamian,azlin,jamian
40117,"please I'm not a bot, and I can't be a bot okay, I see you've got a good savage skill",2025-01-29 13:36:00,1031,Bestow,Bestow,""
40118,"wow",2025-01-29 13:38:00,1021,Omar,Omar,""
40119,"Sheikh bybit",2025-01-29 13:38:00,1021,Omar,Omar,""
40120,"Maybe you aren't aware of shariah compliant investments, you should DYOR on it",2025-01-29 13:40:00,1031,Bestow,Bestow,""
40121,"Bybit is our sheikh already",2025-01-29 13:41:00,1021,Omar,Omar,""
40122,"binance isn't sheikh",2025-01-29 13:44:00,1021,Omar,Omar,""
40123,"when I talked about CAIZ initiating easy Shariah compliant investment in blockchain technology earlier, some made it feel like I'm a bot, lol 👍 ⚫",2025-01-29 13:48:00,1031,Bestow,Bestow,""
40124,"Forwarded from:@Hunakau\n🚨 TRUMP MEDIA FUNDS TO BE ALLOCATED TO SMAS, ETFS, CRYPTO",2025-01-29 14:32:00,1015,Hunakau,Hunakau,""
40125,"Forwarded from:@Hunakau\n🚨🚨 $250 MLN FUNDS MAY BE ALLOCATED TO CUSTOMIZED SMAS, CUSTOMIZED ETFS, BITCOIN & SIMILAR CRYPTOCURRENCIES OR CRYPTO-RELATED SECURITIES",2025-01-29 14:33:00,1015,Hunakau,Hunakau,""
40126,"Forwarded from:@Hunakau\n🚨 TRUMP MEDIA GROUP TO LAUNCH FINTECH BRAND TRUTH FI",2025-01-29 14:34:00,1015,Hunakau,Hunakau,""
40127,"Forwarded from:@Hunakau\n🚨 DEEPSEEK APP IS NO LONGER AVAILABLE IN APPLE AND GOOGLE APP STORES IN ITALY 😌 ⚫",2025-01-29 14:36:00,1015,Hunakau,Hunakau,""
40128,"Bittensor/tao 💯 ⚫",2025-01-29 14:39:00,1035,hunter_s,hunter,s
40129,"@cryptobardia camels?",2025-01-29 14:41:00,1019,Dara,Dara,""
40130,"Forwarded from:@Hunakau\n🚨 URSULA VON DER LEYEN\n\nThe #CompetivenessCompass focuses on 3️⃣core areas for action & 5️⃣horizontal enablers:\n\n💠 simplification\n💠 lowering barriers to the Single Market\n💠 financing\n💠 promoting skills & quality jobs\n💠 better coordination of policies at EU & national level",2025-01-29 14:42:00,1015,Hunakau,Hunakau,""
40131,"MAMA MIA 😭 ⚫",2025-01-29 14:47:00,1011,Damo_Moo_freeKamala,Damo,Moo
40132,"Finito...",2025-01-29 14:47:00,1015,Hunakau,Hunakau,""
40133,"[Image: TMTG press release about financial services expansion]",2025-01-29 14:49:00,1015,Hunakau,Hunakau,""
40134,"@cryptobardia camels? the bald eagles are coming",2025-01-29 14:50:00,1013,bardia,bardia,""
40135,"i only buy REAL american coins made by true american patriots. we don't have any camels in AMERICA 👍 🌎 😉 🌊 🥰 ⚫",2025-01-29 14:51:00,1013,bardia,bardia,""
40136,"Hashed by real American semiconductors 😌 ⚫",2025-01-29 15:01:00,1011,Damo_Moo_freeKamala,Damo,Moo
40137,"[Image: Patriotic American character portrait]",2025-01-29 15:01:00,1011,Damo_Moo_freeKamala,Damo,Moo
40138,"Smell The Freedom",2025-01-29 15:01:00,1011,Damo_Moo_freeKamala,Damo,Moo
40139,"[GIF: Person smelling something]",2025-01-29 15:01:00,1011,Damo_Moo_freeKamala,Damo,Moo
40140,"imagine the smell",2025-01-29 15:01:00,1012,dusan_plus_plus,dusan,plus
40141,"of freedom 😉 🌊",2025-01-29 15:02:00,1012,dusan_plus_plus,dusan,plus
40142,"Should the Americas tourism slogan",2025-01-29 15:02:00,1011,Damo_Moo_freeKamala,Damo,Moo
40143,"I would aim this at random females fagina",2025-01-29 15:02:00,1033,Cosmic_bull_Dave_Mustaine,Cosmic,Mustaine
40144,"Have a sniff",2025-01-29 15:02:00,1033,Cosmic_bull_Dave_Mustaine,Cosmic,Mustaine
40145,"This is pretty good tbh",2025-01-29 15:13:00,1019,Dara,Dara,""
40146,"Appeals to many",2025-01-29 15:13:00,1019,Dara,Dara,""
40147,"Don't forget the Boring Company for digging tunnels on Mars",2025-01-29 15:35:00,1011,Damo_Moo_freeKamala,Damo,Moo
40148,"We can't live on surface",2025-01-29 15:35:00,1011,Damo_Moo_freeKamala,Damo,Moo
40149,"I guess the plan is develop AI, develop robots, develop solar, send it all up on Space X 🤪 ⚫",2025-01-29 15:36:00,1011,Damo_Moo_freeKamala,Damo,Moo
40150,"Lads, build us some infrastructure",2025-01-29 15:36:00,1011,Damo_Moo_freeKamala,Damo,Moo
40151,"Humans follow a few years later",2025-01-29 15:36:00,1011,Damo_Moo_freeKamala,Damo,Moo
40152,"Or send Mexicans, they do their time on Mars then come back and get US citizenship",2025-01-29 15:37:00,1011,Damo_Moo_freeKamala,Damo,Moo
40153,"Space Mexicans",2025-01-29 15:38:00,1011,Damo_Moo_freeKamala,Damo,Moo
40154,"why price go down? Mr. Trump buying crypto coins! Devs, do something. 👍 ⚫",2025-01-29 15:38:00,1036,fab,fab,""
40155,"how about making f-35 fly again",2025-01-29 15:38:00,1012,dusan_plus_plus,dusan,plus
40156,"before going to mars ↗ 2",2025-01-29 15:38:00,1012,dusan_plus_plus,dusan,plus
40157,"how about ACTUALLY going to the moon first? 🔥 ⚫ 😉 🌊 🎯 🐺",2025-01-29 15:39:00,1036,fab,fab,""
40158,"don't tell Elon fanboys",2025-01-29 15:39:00,1012,dusan_plus_plus,dusan,plus
40159,"[Image: Astronauts in spacesuits on Mars-like surface]",2025-01-29 15:40:00,1012,dusan_plus_plus,dusan,plus
40160,"This is think it's the funniest part, all the Elon fan boys are like 'I would go to mars!' ↗ 1",2025-01-29 15:41:00,1011,Damo_Moo_freeKamala,Damo,Moo
40161,"Mars doesn't need them, it needs construction works ↗ 3",2025-01-29 15:41:00,1011,Damo_Moo_freeKamala,Damo,Moo
40162,"There will be no white collar jobs on Mars for a generation",2025-01-29 15:41:00,1011,Damo_Moo_freeKamala,Damo,Moo
40163,"Elon will only bring H1B poos with him 🔥 ⚫",2025-01-29 15:42:00,1036,fab,fab,"" 
